id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
jb_R8zLCbYllApSYPJat_Q,palsaik-korean-bbq-torrance-6,Palsaik Korean BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/ng_LZNZD74V2O74px65IkQ/o.jpg,False,https://www.yelp.com/biz/palsaik-korean-bbq-torrance-6?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,612,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'soup', 'title': 'Soup'}]",4.5,"{'latitude': 33.8210488, 'longitude': -118.3513349}","['delivery', 'pickup']",$$,"{'address1': '22757 Hawthorne Blvd', 'address2': None, 'address3': '', 'city': 'Torrance', 'zip_code': '90505', 'country': 'US', 'state': 'CA', 'display_address': ['22757 Hawthorne Blvd', 'Torrance, CA 90505']}",+13107910300,(310) 791-0300,22813.73896597086
1VUA250wk0Yisiez5r5CGg,choeng-wun-korean-bbq-buffet-restaurant-los-angeles,Choeng Wun Korean BBQ Buffet Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/_q3rj0dnkQGeHz0NT4MgBQ/o.jpg,False,https://www.yelp.com/biz/choeng-wun-korean-bbq-buffet-restaurant-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,246,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'buffets', 'title': 'Buffets'}]",4.0,"{'latitude': 34.0876982, 'longitude': -118.3090251}","['delivery', 'pickup']",$$,"{'address1': '944 N Western Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90029', 'country': 'US', 'state': 'CA', 'display_address': ['944 N Western Ave', 'Los Angeles, CA 90029']}",+13234657590,(323) 465-7590,12040.941950530972
nUwXQJs9C4uvOT8_yFHCwA,yong-moon-lu-rowland-heights-2,Yong Moon Lu,https://s3-media4.fl.yelpcdn.com/bphoto/qmTISry94KZozYbFVWM42g/o.jpg,False,https://www.yelp.com/biz/yong-moon-lu-rowland-heights-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,200,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 33.986819, 'longitude': -117.883575}",['restaurant_reservation'],$$,"{'address1': '19240 Colima Rd', 'address2': None, 'address3': '', 'city': 'Rowland Heights', 'zip_code': '91748', 'country': 'US', 'state': 'CA', 'display_address': ['19240 Colima Rd', 'Rowland Heights, CA 91748']}",+16263634961,(626) 363-4961,48729.25583922485
iQXCzD1MR62oW5apsn41dg,hayashi-g-santa-clarita,Hayashi G,https://s3-media4.fl.yelpcdn.com/bphoto/oWhZYsrx8sfQ0zzCbHqKdA/o.jpg,False,https://www.yelp.com/biz/hayashi-g-santa-clarita?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,14,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",5.0,"{'latitude': 34.450315, 'longitude': -118.497254}",[],,"{'address1': '28112 Bouquet Canyon Rd', 'address2': None, 'address3': '', 'city': 'Santa Clarita', 'zip_code': '91350', 'country': 'US', 'state': 'CA', 'display_address': ['28112 Bouquet Canyon Rd', 'Santa Clarita, CA 91350']}",+16613094933,(661) 309-4933,48520.45582708519
yNMz1jLkKRthq9MCgY0LRA,tofu-village-gardena-2,Tofu Village,https://s3-media2.fl.yelpcdn.com/bphoto/MAqbHvndBJ-lEca73hYnUA/o.jpg,False,https://www.yelp.com/biz/tofu-village-gardena-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,407,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 33.8938964256941, 'longitude': -118.308531114017}","['delivery', 'pickup']",$$,"{'address1': '15128 S Western Ave', 'address2': None, 'address3': '', 'city': 'Gardena', 'zip_code': '90247', 'country': 'US', 'state': 'CA', 'display_address': ['15128 S Western Ave', 'Gardena, CA 90247']}",+13105273737,(310) 527-3737,16901.33184180378
u5v6CeUG286gUP1bmGs9Qw,shin-chon-seolnongtang-los-angeles,Shin Chon Seolnongtang,https://s3-media1.fl.yelpcdn.com/bphoto/4hjdwMe4_CThxfDKxdBBRw/o.jpg,False,https://www.yelp.com/biz/shin-chon-seolnongtang-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,164,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 34.064034, 'longitude': -118.288087}","['delivery', 'pickup']",$$,"{'address1': '3033 W 6th St', 'address2': 'Ste 103', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3033 W 6th St', 'Ste 103', 'Los Angeles, CA 90020']}",+12133652233,(213) 365-2233,12303.38763192029
ifDisux3aAxV5LJOdWfZew,cafe-mukbang-los-angeles,Cafe Mukbang,https://s3-media1.fl.yelpcdn.com/bphoto/J_8CR2BNgrtV0G9OsZhoVw/o.jpg,False,https://www.yelp.com/biz/cafe-mukbang-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,33,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 34.02242, 'longitude': -118.2917}","['delivery', 'pickup']",$$,"{'address1': '3619 S Vermont Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90007', 'country': 'US', 'state': 'CA', 'display_address': ['3619 S Vermont Ave', 'Los Angeles, CA 90007']}",+12132058961,(213) 205-8961,10964.786545915656
HdUJltMQkcJAeQPk8kVuWw,bacchus-tables-los-angeles,Bacchus Tables,https://s3-media3.fl.yelpcdn.com/bphoto/aQGNiydi9tHtrirEPH9Tmg/o.jpg,False,https://www.yelp.com/biz/bacchus-tables-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,26,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",5.0,"{'latitude': 34.06205321835146, 'longitude': -118.2976354313911}","['delivery', 'pickup']",$$$,"{'address1': '3377 Wilshire Blvd', 'address2': 'Ste 200', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90010', 'country': 'US', 'state': 'CA', 'display_address': ['3377 Wilshire Blvd', 'Ste 200', 'Los Angeles, CA 90010']}",+12139085929,(213) 908-5929,11409.524555357293
u4ccY8IdKsob8azU3S2L3w,annies-table-irvine-3,Annie's table,https://s3-media2.fl.yelpcdn.com/bphoto/Gx2jUprmFWBV9A0eSBdUew/o.jpg,False,https://www.yelp.com/biz/annies-table-irvine-3?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,26,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 33.6573996, 'longitude': -117.769909}",[],,"{'address1': '16277 Laguna Canyon Rd', 'address2': 'Ste D', 'address3': None, 'city': 'Irvine', 'zip_code': '92618', 'country': 'US', 'state': 'CA', 'display_address': ['16277 Laguna Canyon Rd', 'Ste D', 'Irvine, CA 92618']}",+19494188451,(949) 418-8451,71614.21923637281
c6tS63dKNNXd2n_dluGWAw,sunny-blue-los-angeles-5,Sunny Blue,https://s3-media2.fl.yelpcdn.com/bphoto/hBTsXTDncSmAFH9G8KuRXw/o.jpg,False,https://www.yelp.com/biz/sunny-blue-los-angeles-5?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,502,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 33.9964828491211, 'longitude': -118.432479858398}","['delivery', 'pickup']",$,"{'address1': '12608A Washington Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90066', 'country': 'US', 'state': 'CA', 'display_address': ['12608A Washington Blvd', 'Los Angeles, CA 90066']}",+13107516306,(310) 751-6306,3305.2015485780707
xXB65kX41CoMSd_vOqv-og,kkanbu-restaurant-buena-park-2,Kkanbu Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/LVfipuTdIZBibszf5tRs0g/o.jpg,False,https://www.yelp.com/biz/kkanbu-restaurant-buena-park-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,19,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 33.86952, 'longitude': -117.990207}",[],$$,"{'address1': '8200 Commonwealth Ave', 'address2': None, 'address3': '', 'city': 'Buena Park', 'zip_code': '90621', 'country': 'US', 'state': 'CA', 'display_address': ['8200 Commonwealth Ave', 'Buena Park, CA 90621']}",+17147526266,(714) 752-6266,42243.237592578895
oIQM4LR5zPJvD7bTtGffeA,duri-snack-van-nuys,Duri Snack,https://s3-media2.fl.yelpcdn.com/bphoto/uqFAe69rxgFnUd_x7TBuQw/o.jpg,False,https://www.yelp.com/biz/duri-snack-van-nuys?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,31,"[{'alias': 'korean', 'title': 'Korean'}]",3.5,"{'latitude': 34.201621923710206, 'longitude': -118.518149}",[],$,"{'address1': '17643 Sherman Way', 'address2': '', 'address3': '', 'city': 'Van Nuys', 'zip_code': '91406', 'country': 'US', 'state': 'CA', 'display_address': ['17643 Sherman Way', 'Van Nuys, CA 91406']}",+18188813160,(818) 881-3160,22479.459281072293
BOzwCfv38HjAA1Fxh64hQQ,gochoo-chino-2,Gochoo,https://s3-media1.fl.yelpcdn.com/bphoto/m-JKTeZkzluT4onVtaNZ7A/o.jpg,False,https://www.yelp.com/biz/gochoo-chino-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,19,"[{'alias': 'ramen', 'title': 'Ramen'}]",5.0,"{'latitude': 33.99932, 'longitude': -117.71653}","['pickup', 'delivery']",$$,"{'address1': '4024 Grand Ave', 'address2': None, 'address3': '', 'city': 'Chino', 'zip_code': '91710', 'country': 'US', 'state': 'CA', 'display_address': ['4024 Grand Ave', 'Chino, CA 91710']}",+19096282521,(909) 628-2521,64042.833636362564
pgtMDbZqcFwrMqEpscIIog,yellow-cow-korean-bbq-restaurant-gardena,Yellow Cow Korean BBQ Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/Vqpi2m7eX-cmVOincP4uQw/o.jpg,False,https://www.yelp.com/biz/yellow-cow-korean-bbq-restaurant-gardena?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,651,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 33.8885633997665, 'longitude': -118.310140687073}","['pickup', 'delivery']",$$$,"{'address1': '1835 W Redondo Beach Blvd', 'address2': '', 'address3': '', 'city': 'Gardena', 'zip_code': '90247', 'country': 'US', 'state': 'CA', 'display_address': ['1835 W Redondo Beach Blvd', 'Gardena, CA 90247']}",+13103297343,(310) 329-7343,17317.111972306513
PPEZdCIvlZw9SxStwsC_EA,mom-wong-kitchen-camarillo,Mom Wong Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/qf9mjVBy2Nl1BIuTIDDHNA/o.jpg,False,https://www.yelp.com/biz/mom-wong-kitchen-camarillo?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,95,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 34.1629196, 'longitude': -119.0394052}",[],$$,"{'address1': '45 Rincon Dr', 'address2': None, 'address3': None, 'city': 'Camarillo', 'zip_code': '93012', 'country': 'US', 'state': 'CA', 'display_address': ['45 Rincon Dr', 'Camarillo, CA 93012']}",+18053848658,(805) 384-8658,60037.63352333263
2S9s141OVGVh1J6F4n5Urw,maru-bowl-ritto-winnetka,Maru Bowl - Ritto,https://s3-media3.fl.yelpcdn.com/bphoto/zUNDvxYL2K0yrPg-IrrwmQ/o.jpg,False,https://www.yelp.com/biz/maru-bowl-ritto-winnetka?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,266,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",5.0,"{'latitude': 34.2080832, 'longitude': -118.570563}","['pickup', 'delivery']",$$,"{'address1': '7574 Winnetka Ave', 'address2': None, 'address3': '', 'city': 'Winnetka', 'zip_code': '91306', 'country': 'US', 'state': 'CA', 'display_address': ['7574 Winnetka Ave', 'Winnetka, CA 91306']}",+17472240178,(747) 224-0178,25566.195351111226
w0xXBgyA1wohg44WFkPtgQ,hanbop-lake-forest-5,HanBop,https://s3-media2.fl.yelpcdn.com/bphoto/K9525KYrYIkQK1CCm2BhHA/o.jpg,False,https://www.yelp.com/biz/hanbop-lake-forest-5?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,54,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 33.6295836, 'longitude': -117.7051697}","['pickup', 'delivery']",,"{'address1': '24301 Muirlands Blve', 'address2': 'Unit U', 'address3': '', 'city': 'Lake Forest', 'zip_code': '92630', 'country': 'US', 'state': 'CA', 'display_address': ['24301 Muirlands Blve', 'Unit U', 'Lake Forest, CA 92630']}",+19499950141,(949) 995-0141,78309.9657565901
woatkiy7e7TZFGea9fZrvw,jo-and-go-house-los-angeles,Jo & Go House,https://s3-media2.fl.yelpcdn.com/bphoto/Fw7W46ewMhQ1nszhGbqKhA/o.jpg,False,https://www.yelp.com/biz/jo-and-go-house-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,115,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 34.201529, 'longitude': -118.518149}",[],$,"{'address1': '17643 Sherman Way', 'address2': 'Ste 102', 'address3': '', 'city': 'Los Angeles', 'zip_code': '91406', 'country': 'US', 'state': 'CA', 'display_address': ['17643 Sherman Way', 'Ste 102', 'Los Angeles, CA 91406']}",+18187760187,(818) 776-0187,22470.18488656997
ktT_3vboa0EDuY_7qgZ7Iw,kyodong-noodle-gardena,Kyodong Noodle,https://s3-media2.fl.yelpcdn.com/bphoto/4wPla94Mg0qzLa_ak3ZuMg/o.jpg,False,https://www.yelp.com/biz/kyodong-noodle-gardena?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,107,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 33.891751253787, 'longitude': -118.308912031353}","['pickup', 'delivery']",$$,"{'address1': '15410 S Western Ave', 'address2': 'Ste B', 'address3': None, 'city': 'Gardena', 'zip_code': '90249', 'country': 'US', 'state': 'CA', 'display_address': ['15410 S Western Ave', 'Ste B', 'Gardena, CA 90249']}",+14243290497,(424) 329-0497,17080.65457478974
gJYFXKCdV8URJWMqhfgqzg,madanggol-korean-restaurant-rancho-cucamonga,MaDangGol Korean Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/i4HMce-Gp6zwDHzs_i1QeQ/o.jpg,False,https://www.yelp.com/biz/madanggol-korean-restaurant-rancho-cucamonga?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,286,"[{'alias': 'korean', 'title': 'Korean'}]",3.5,"{'latitude': 34.1063851, 'longitude': -117.6007469}","['pickup', 'delivery']",$$,"{'address1': '9339 Foothill Blvd', 'address2': 'Ste I', 'address3': '', 'city': 'Rancho Cucamonga', 'zip_code': '91730', 'country': 'US', 'state': 'CA', 'display_address': ['9339 Foothill Blvd', 'Ste I', 'Rancho Cucamonga, CA 91730']}",+19099802002,(909) 980-2002,75164.72397650885
bi0QB8hSLqOC9E61_aYGJQ,toe-bang-cafe-los-angeles,Toe Bang Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/5hqUp3BmHESNgmiGhh6DPw/o.jpg,False,https://www.yelp.com/biz/toe-bang-cafe-los-angeles?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,1028,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 34.0640971043136, 'longitude': -118.297196569311}","['pickup', 'delivery']",$$,"{'address1': '3465 W 6th St', 'address2': 'Ste 110', 'address3': 'Chapman Plz', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3465 W 6th St', 'Ste 110', 'Chapman Plz', 'Los Angeles, CA 90020']}",+12133874905,(213) 387-4905,11540.798033734462
qeWJM5_Z9PwlhsBksnvmtw,pacific-rim-café-hermosa-beach-2,Pacific Rim Café,https://s3-media2.fl.yelpcdn.com/bphoto/l65RMJHE4rFZPqReVTSf0A/o.jpg,False,https://www.yelp.com/biz/pacific-rim-caf%C3%A9-hermosa-beach-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,149,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 33.8544246, 'longitude': -118.398169}",['pickup'],$,"{'address1': '113 Hermosa Ave', 'address2': '', 'address3': '', 'city': 'Hermosa Beach', 'zip_code': '90254', 'country': 'US', 'state': 'CA', 'display_address': ['113 Hermosa Ave', 'Hermosa Beach, CA 90254']}",+13103723122,(310) 372-3122,18459.054396979303
BPgbSNw9tPUSaZpuhjVgfA,joon-shabu-shabu-glendale-3,Joon Shabu Shabu,https://s3-media2.fl.yelpcdn.com/bphoto/f0YIH8zcZXyZTBssbOygxg/o.jpg,False,https://www.yelp.com/biz/joon-shabu-shabu-glendale-3?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,1274,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 34.14611, 'longitude': -118.2528}",['delivery'],$$,"{'address1': '220 E Broadway', 'address2': '', 'address3': None, 'city': 'Glendale', 'zip_code': '91205', 'country': 'US', 'state': 'CA', 'display_address': ['220 E Broadway', 'Glendale, CA 91205']}",+18184845552,(818) 484-5552,20189.44577423731
EORMcXSnBvf9ffaohGv8Gg,songhak-korean-bbq-artesia-artesia-2,SongHak Korean BBQ - Artesia,https://s3-media4.fl.yelpcdn.com/bphoto/xM_S5rlY-xPit6ceLItzXw/o.jpg,False,https://www.yelp.com/biz/songhak-korean-bbq-artesia-artesia-2?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,522,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]",4.0,"{'latitude': 33.872829705508394, 'longitude': -118.0858597252838}",['delivery'],$$,"{'address1': '11636 Artesia Blvd', 'address2': '', 'address3': '', 'city': 'Artesia', 'zip_code': '90701', 'country': 'US', 'state': 'CA', 'display_address': ['11636 Artesia Blvd', 'Artesia, CA 90701']}",+15622195315,(562) 219-5315,34142.85462357515
edhKYvJvIFgfREnUFewxiw,sytk-sullungtang-los-angeles-3,SYTK Sullungtang,https://s3-media1.fl.yelpcdn.com/bphoto/sYUNSTDn6qFdSqtpOJI2Cw/o.jpg,False,https://www.yelp.com/biz/sytk-sullungtang-los-angeles-3?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,86,"[{'alias': 'korean', 'title': 'Korean'}]",5.0,"{'latitude': 34.053109, 'longitude': -118.292327}",[],$$,"{'address1': '2717 W Olympic Blvd', 'address2': 'Ste 108', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['2717 W Olympic Blvd', 'Ste 108', 'Los Angeles, CA 90006']}",+12132771339,(213) 277-1339,11502.79926349086
xGrwZElRSSlu7EXRIx-vog,charcoal-korean-bbq-santa-clarita,Charcoal Korean BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/1NuzJ6diBWrJ49lj9ojZag/o.jpg,False,https://www.yelp.com/biz/charcoal-korean-bbq-santa-clarita?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,446,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 34.414819, 'longitude': -118.470048}",['delivery'],$$$,"{'address1': '19158 Soledad Canyon Rd', 'address2': '', 'address3': '', 'city': 'Santa Clarita', 'zip_code': '91351', 'country': 'US', 'state': 'CA', 'display_address': ['19158 Soledad Canyon Rd', 'Santa Clarita, CA 91351']}",+16612519292,(661) 251-9292,44228.36663279541
e2oBZJQDiPil0zYbjfexsg,daichan-studio-city,Daichan,https://s3-media2.fl.yelpcdn.com/bphoto/yL20PYk-qYMHSg8Qz89UxQ/o.jpg,False,https://www.yelp.com/biz/daichan-studio-city?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,1026,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 34.140312, 'longitude': -118.375587}",[],$$,"{'address1': '11288 Ventura Blvd', 'address2': 'Ste F', 'address3': '', 'city': 'Studio City', 'zip_code': '91604', 'country': 'US', 'state': 'CA', 'display_address': ['11288 Ventura Blvd', 'Ste F', 'Studio City, CA 91604']}",+18189808450,(818) 980-8450,13750.488342910015
Kx47SJBubYZ1wyNiyAW8_A,shilla-korean-bbq-and-restaurant-gardena,Shilla Korean BBQ & Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/dh3Kadd2TdkqQrfyBRJ-6Q/o.jpg,False,https://www.yelp.com/biz/shilla-korean-bbq-and-restaurant-gardena?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,701,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 33.87714, 'longitude': -118.30876}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '16944 S Western Ave', 'address2': '', 'address3': '', 'city': 'Gardena', 'zip_code': '90247', 'country': 'US', 'state': 'CA', 'display_address': ['16944 S Western Ave', 'Gardena, CA 90247']}",+13105388848,(310) 538-8848,18450.637742877712
cUzvuAI5O_0Ski-X72zbKQ,seoul-tofu-house-northridge,Seoul Tofu House,https://s3-media1.fl.yelpcdn.com/bphoto/Z2zdpnJA0mVwg3xHw_Cq9Q/o.jpg,False,https://www.yelp.com/biz/seoul-tofu-house-northridge?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,55,"[{'alias': 'korean', 'title': 'Korean'}]",3.5,"{'latitude': 34.2563360401573, 'longitude': -118.537492019852}","['pickup', 'delivery']",$$,"{'address1': '10201 Reseda Blvd', 'address2': None, 'address3': None, 'city': 'Northridge', 'zip_code': '91324', 'country': 'US', 'state': 'CA', 'display_address': ['10201 Reseda Blvd', 'Northridge, CA 91324']}",+18188825100,(818) 882-5100,28744.76997787645
L5eFn5331a46-b13YXnWDg,ma-s-banchan-diamond-bar,Ma’s Banchan,https://s3-media3.fl.yelpcdn.com/bphoto/8TYbwbiWV6iMomG3Elr4ng/o.jpg,False,https://www.yelp.com/biz/ma-s-banchan-diamond-bar?adjust_creative=6EhOX2eukjBFHgFWMXrSWQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6EhOX2eukjBFHgFWMXrSWQ,70,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 34.001645, 'longitude': -117.80938833}","['pickup', 'delivery']",,"{'address1': '1176 S Diamond Bar Blvd', 'address2': None, 'address3': '', 'city': 'Diamond Bar', 'zip_code': '91765', 'country': 'US', 'state': 'CA', 'display_address': ['1176 S Diamond Bar Blvd', 'Diamond Bar, CA 91765']}",+19098379981,(909) 837-9981,55471.319757797646
